prev_word_1,next_word_1,prev_word_2,next_word_2,sent_num,cap,word,tag,adj_count,adv_count,v_count,n_count,pre,suf,prev_tag
an,national,form,front,906,False,emergency,NN,0,0,0,3,,,
emergency,front,an,government,906,False,national,JJ,7,0,0,1,,,
national,government,emergency,with,906,False,front,NN,1,0,2,10,,,
front,with,national,Gen.,906,False,government,NN,0,0,0,4,,,
with,Cemal,government,Gursel,906,True,Gen.,NN,0,0,0,0,,,
Gen.,Gursel,with,as,906,True,Cemal,NP,0,0,0,0,,,
Cemal,as,Gen.,president,906,True,Gursel,NP,0,0,0,0,,,
as,.,Gursel,,906,False,president,NN,0,0,0,6,,,
An,between,,the,907,False,agreement,NN,0,0,0,6,,,
the,of,between,four,907,False,leaders,NN,0,0,0,3,,,
four,which,of,contested,907,False,parties,NN,0,0,1,5,,,
which,indecisive,parties,elections,907,False,contested,VB,1,0,1,0,,ed,
contested,elections,which,on,907,False,indecisive,JJ,3,0,0,0,in,e,
indecisive,on,contested,Oct.,907,False,elections,NN,0,0,0,4,,,
on,15,elections,was,907,True,Oct.,NP,0,0,0,0,,,
was,after,15,almost,907,False,reached,VB,0,0,9,0,,ed,
after,18,reached,hours,907,False,almost,RB,0,1,0,0,,,
18,of,almost,political,907,False,hours,NN,0,0,0,6,,,
of,bargaining,hours,under,907,False,political,JJ,3,0,0,0,,,
political,under,of,the,907,False,bargaining,NN,0,0,2,1,,ing,
the,of,under,an,907,False,threat,NN,0,0,0,4,,,
an,coup,of,d'etat,907,False,army,NN,0,0,0,3,,,
,the,,military,908,True,By-passing,VB,0,0,0,0,,ing,
the,junta,By-passing,which,908,False,military,JJ,3,0,0,1,,,
military,which,the,has,908,False,junta,NN,0,0,0,1,,,
has,Turkey,which,since,908,False,ruled,VB,1,0,7,0,,ed,
ruled,since,has,the,908,True,Turkey,NP,0,0,0,5,,,
the,of,since,Premier,908,False,overthrow,NN,0,0,2,2,,,
of,Adnan,overthrow,Menderes,908,True,Premier,NN,2,0,2,2,,er,
Premier,Menderes,of,17,908,True,Adnan,NP,0,0,0,0,,,
Adnan,17,Premier,months,908,True,Menderes,NP,0,0,0,0,,,
17,ago,Menderes,",",908,False,months,NN,0,0,0,2,,,
months,",",17,the,908,False,ago,RB,1,1,0,0,,,
the,general,",",staff,908,False,army,NN,0,0,0,3,,,
army,staff,the,",",908,False,general,JJ,6,0,1,3,,,
general,",",army,led,908,False,staff,NN,0,0,2,6,,,
",",by,staff,Gen.,908,False,led,VB,0,0,14,1,,ed,
by,Cedvet,led,Sunay,908,True,Gen.,NN,0,0,0,0,,,
Gen.,Sunay,by,",",908,True,Cedvet,NP,0,0,0,0,,,
Cedvet,",",Gen.,had,908,True,Sunay,NP,0,0,0,0,,,
had,a,",",deadline,908,False,set,VB,7,0,25,13,,,
a,for,set,the,908,False,deadline,NN,0,0,0,1,,e,
the,to,for,join,908,False,parties,NN,0,0,1,5,,,
to,in,parties,a,908,False,join,VB,0,0,5,2,,,
a,coalition,in,government,908,False,national,JJ,7,0,0,1,,,
national,government,a,.,908,False,coalition,NN,0,0,0,3,,ion,
coalition,.,national,,908,False,government,NN,0,0,0,4,,,
The,leaders,,threatened,909,False,army,NN,0,0,0,3,,,
army,threatened,The,to,909,False,leaders,NN,0,0,0,3,,,
leaders,to,army,form,909,False,threatened,VB,1,0,3,0,,ed,
to,a,threatened,new,909,False,form,VB,0,0,7,16,,,
a,military,form,government,909,False,new,JJ,11,1,0,0,,,
new,government,a,if,909,False,military,JJ,3,0,0,1,,,
military,if,new,the,909,False,government,NN,0,0,0,4,,,
the,failed,if,to,909,False,parties,NN,0,0,1,5,,,
parties,to,the,sign,909,False,failed,VB,0,0,11,0,,ed,
to,an,failed,eight,909,False,sign,VB,1,0,8,11,,,
eight,protocol,an,agreeing,909,False,point,NN,0,0,14,26,,,
point,agreeing,eight,on,909,False,protocol,NN,0,0,0,3,,,
protocol,on,point,Gen.,909,False,agreeing,VB,0,0,7,0,,ing,
on,Gursel,agreeing,as,909,True,Gen.,NN,0,0,0,0,,,
Gen.,as,on,president,909,True,Gursel,NP,0,0,0,0,,,
as,.,Gursel,,909,False,president,NN,0,0,0,6,,,
,Gursel,,has,910,True,Gen.,NN,0,0,0,0,,,
Gen.,has,,headed,910,True,Gursel,NP,0,0,0,0,,,
has,the,Gursel,military,910,False,headed,VB,4,0,9,0,,ed,
the,junta,headed,the,910,False,military,JJ,3,0,0,1,,,
military,the,the,last,910,False,junta,NN,0,0,0,1,,,
17,.,last,,910,False,months,NN,0,0,0,2,,,
The,also,,had,911,False,military,JJ,3,0,0,1,,,
military,had,The,demanded,911,False,also,RB,0,1,0,0,,,
had,pledges,also,that,911,False,demanded,VB,0,0,6,0,,ed,
demanded,that,had,there,911,False,pledges,NN,0,0,5,4,,,
no,in,be,the,911,False,changes,NN,0,0,10,10,,,
the,passed,in,by,911,False,laws,NN,0,0,0,8,,,
laws,by,the,the,911,False,passed,VB,0,0,25,0,,ed,
the,and,by,no,911,False,junta,NN,0,0,0,1,,,
no,of,and,the,911,False,leaders,NN,0,0,0,3,,,
the,regime,of,now,911,True,Menderes,NP,0,0,0,0,,,
Menderes,now,the,in,911,False,regime,NN,0,0,0,2,,e,
regime,in,Menderes,prison,911,False,now,RB,0,7,0,1,,,
in,would,now,be,911,False,prison,NN,0,0,0,2,,,
be,.,would,,911,False,pardoned,VB,0,0,2,0,,ed,
,leaders,,came,912,True,Party,NN,0,0,1,5,,,
Party,came,,out,912,False,leaders,NN,0,0,0,3,,,
leaders,out,Party,of,912,False,came,VB,0,0,21,0,,e,
the,meeting,of,apparently,912,False,final,JJ,3,0,0,2,,,
final,apparently,the,satisfied,912,False,meeting,NN,0,0,13,6,,ing,
meeting,satisfied,final,and,912,False,apparently,RB,0,2,0,0,,ly,
apparently,and,meeting,stated,912,False,satisfied,VB,2,0,3,0,,ed,
and,that,satisfied,complete,912,False,stated,VB,1,0,3,0,,ed,
that,agreement,stated,had,912,False,complete,JJ,5,0,5,0,,e,
complete,had,that,been,912,False,agreement,NN,0,0,0,6,,,
been,on,had,a,912,False,reached,VB,0,0,9,0,,ed,
a,to,on,the,912,False,solution,NN,0,0,0,5,,ion,
the,created,to,by,912,False,crisis,NN,0,0,0,2,,,
crisis,by,the,the,912,False,created,VB,0,0,6,0,,ed,
the,which,by,left,912,False,elections,NN,0,0,0,4,,,
which,no,elections,party,912,False,left,VB,4,1,14,5,,,
no,with,left,enough,912,False,party,NN,0,0,1,5,,,
enough,to,with,form,912,False,strength,NN,0,0,0,9,,,
to,a,strength,government,912,False,form,VB,0,0,7,16,,,
a,on,form,its,912,False,government,NN,0,0,0,4,,,
its,.,on,,912,False,own,JJ,1,0,1,0,,,
,G.,,Ierulli,913,True,Vincent,NP,0,0,0,0,,,
Vincent,Ierulli,,has,913,True,G.,NP,0,0,0,0,,,
G.,has,Vincent,been,913,True,Ierulli,NP,0,0,0,0,,,
been,temporary,has,assistant,913,False,appointed,VB,4,0,3,0,,ed,
appointed,assistant,been,district,913,False,temporary,JJ,2,0,0,1,,,
temporary,district,appointed,attorney,913,False,assistant,NN,1,0,0,1,,ant,
assistant,attorney,temporary,",",913,False,district,NN,0,0,1,1,,,
district,",",assistant,it,913,False,attorney,NN,0,0,0,1,,,
was,Monday,it,by,913,False,announced,VB,1,0,4,0,,ed,
by,E.,Monday,Raymond,913,True,Charles,NP,0,0,0,9,,,
Charles,Raymond,by,",",913,True,E.,NP,0,0,0,0,,,
E.,",",Charles,District,913,True,Raymond,NP,0,0,0,0,,,
",",Attorney,Raymond,.,913,True,District,NN,0,0,1,1,,,
District,.,",",,913,True,Attorney,NN,0,0,0,1,,,
,will,,replace,914,True,Ierulli,NP,0,0,0,0,,,
will,Desmond,Ierulli,D.,914,False,replace,VB,0,0,4,0,,e,
replace,D.,will,Connall,914,True,Desmond,NP,0,0,0,0,,,
Desmond,Connall,replace,who,914,True,D.,NP,0,0,0,0,,,
D.,who,Desmond,has,914,True,Connall,NP,0,0,0,0,,,
been,to,has,active,914,False,called,VB,0,0,28,0,,ed,
to,military,called,service,914,False,active,JJ,14,0,0,3,,e,
active,service,to,but,914,False,military,JJ,3,0,0,1,,,
military,but,active,is,914,False,service,NN,0,0,3,15,,e,
is,back,but,on,914,False,expected,VB,1,0,6,0,,ed,
expected,on,is,the,914,False,back,RB,3,6,10,9,,,
the,by,on,March,914,False,job,NN,0,0,4,13,,,
by,31,job,.,914,True,March,NP,0,0,7,7,,,
,",",,29,915,True,Ierulli,NP,0,0,0,0,,,
been,in,has,Portland,915,False,practicing,VB,0,0,5,0,,ing,
in,since,practicing,November,915,True,Portland,NP,0,0,0,2,,,
since,",",Portland,1959,915,True,November,NP,0,0,0,1,,er,
a,of,is,Portland,916,False,graduate,NN,1,0,3,2,,e,
of,University,graduate,and,916,True,Portland,NP,0,0,0,2,,,
Portland,and,of,the,916,True,University,NN,0,0,0,3,un,,
the,College,and,of,916,True,Northwestern,JJ,2,0,0,0,,,
Northwestern,of,the,Law,916,True,College,NN,0,0,0,3,,e,
of,.,College,,916,True,Law,NN,0,0,0,7,,,
is,and,He,the,917,False,married,VB,2,0,2,1,,ed,
the,of,and,three,917,False,father,NN,0,0,1,8,,er,
three,.,of,,917,False,children,NN,0,0,0,4,,,
,foreign,,countries,918,True,Helping,VB,0,0,8,1,,ing,
Helping,countries,,to,918,False,foreign,JJ,4,0,0,0,,,
foreign,to,Helping,build,918,False,countries,NN,0,0,0,5,,,
to,a,countries,sound,918,False,build,VB,0,0,10,2,,,
a,political,build,structure,918,False,sound,JJ,9,0,7,8,,,
sound,structure,a,is,918,False,political,JJ,3,0,0,0,,,
political,is,sound,more,918,False,structure,NN,0,0,1,5,,e,
more,than,is,aiding,918,False,important,JJ,5,0,0,0,,ant,
than,them,important,economically,918,False,aiding,VB,0,0,2,0,,ing,
them,",",aiding,E.,918,False,economically,RB,0,3,0,0,,ly,
",",M.,economically,Martin,918,True,E.,NP,0,0,0,0,,,
E.,Martin,",",",",918,True,M.,NP,0,0,0,0,,,
M.,",",E.,assistant,918,True,Martin,NP,0,0,0,5,,,
",",secretary,Martin,of,918,False,assistant,NN,1,0,0,1,,ant,
assistant,of,",",state,918,False,secretary,NN,0,0,0,4,,,
of,for,secretary,economic,918,False,state,NN,0,0,3,8,,e,
for,affairs,state,told,918,False,economic,JJ,5,0,0,0,,,
economic,told,for,members,918,False,affairs,NN,0,0,0,5,,,
affairs,members,economic,of,918,False,told,VB,0,0,8,0,,,
told,of,affairs,the,918,False,members,NN,0,0,0,5,,,
the,Affairs,of,Council,918,True,World,NN,1,0,0,8,,,
World,Council,the,Monday,918,True,Affairs,NN,0,0,0,5,,,
Affairs,Monday,World,night,918,True,Council,NN,0,0,0,3,,,
Monday,.,Council,,918,False,night,NN,0,0,0,8,,,
,",",,who,919,True,Martin,NP,0,0,0,5,,,
in,in,been,Washington,919,False,office,NN,0,0,0,7,,e,
in,",",office,D.,919,True,Washington,NP,0,0,0,5,,,
",",C.,Washington,",",919,True,D.,NP,0,0,0,0,,,
D.,",",",",for,919,True,C.,NP,0,0,0,0,,,
13,spoke,for,at,919,False,months,NN,0,0,0,2,,,
months,at,13,the,919,False,spoke,VB,0,0,5,2,,e,
the,annual,at,meeting,919,False,council's,NN,0,0,0,0,,,
council's,meeting,the,at,919,False,annual,JJ,2,0,0,2,,,
annual,at,council's,the,919,False,meeting,NN,0,0,13,6,,ing,
the,Hotel,at,.,919,True,Multnomah,NP,0,0,0,0,,,
Multnomah,.,the,,919,True,Hotel,NN,0,0,0,1,,,
He,some,,350,920,False,told,VB,0,0,8,0,,,
350,that,some,the,920,False,persons,NN,0,0,0,3,,,
the,States',that,challenge,920,True,United,VB,2,0,6,0,un,ed,
United,challenge,the,was,920,True,States',NN,0,0,0,0,,,
States',was,United,to,920,False,challenge,NN,0,0,4,5,,e,
to,countries,was,build,920,False,help,VB,0,0,8,4,,,
help,build,to,their,920,False,countries,NN,0,0,0,5,,,
countries,their,help,own,920,False,build,VB,0,0,10,2,,,
their,societies,build,their,920,False,own,JJ,1,0,1,0,,,
own,their,their,own,920,False,societies,NN,0,0,0,4,,,
their,ways,societies,",",920,False,own,JJ,1,0,1,0,,,
own,",",their,following,920,False,ways,NN,0,0,0,13,,,
",",their,ways,own,920,False,following,VB,4,0,24,2,,ing,
their,paths,following,.,920,False,own,JJ,1,0,1,0,,,
own,.,their,,920,False,paths,NN,0,0,0,4,,,
must,them,We,to,921,False,persuade,VB,0,0,2,0,,e,
to,a,them,way,921,False,enjoy,VB,0,0,5,0,,,
a,of,enjoy,life,921,False,way,NN,0,1,0,12,,,
of,which,way,",",921,False,life,NN,0,0,0,14,,e,
not,",",if,is,921,False,identical,JJ,5,0,0,0,,,
is,with,",",ours,921,False,congenial,JJ,2,0,0,0,,,
he,but,",",adding,921,False,said,VB,1,0,11,0,,,
but,that,said,if,921,False,adding,VB,0,0,6,0,,ing,
not,the,do,kind,921,False,develop,VB,0,0,21,0,,,
the,of,develop,society,921,False,kind,NN,3,0,0,1,,,
of,they,kind,themselves,921,False,society,NN,0,0,0,4,,,
themselves,it,they,will,921,False,want,VB,0,0,5,4,,ant,
will,ritiuality,it,and,921,False,lack,VB,0,0,1,1,,,
lack,and,will,loyalty,921,False,ritiuality,NN,0,0,0,0,,,
and,.,ritiuality,,921,False,loyalty,NN,0,0,0,3,,,
,needed,,,922,True,Patience,NN,0,0,0,2,,e,
Patience,,,,922,False,needed,VB,1,0,3,0,,ed,
,that,,the,923,True,Insuring,VB,0,0,4,0,in,ing,
the,have,that,a,923,False,countries,NN,0,0,0,5,,,
a,of,have,choice,923,False,freedom,NN,0,0,0,2,,,
of,",",freedom,he,923,False,choice,NN,2,0,0,3,,e,
he,",",",",was,923,False,said,VB,1,0,11,0,,,
the,detriment,was,to,923,False,biggest,JJ,13,0,0,0,,est,
biggest,to,the,the,923,False,detriment,NN,0,0,0,1,,,
the,Union,to,.,923,True,Soviet,NN,1,0,0,1,,,
Soviet,.,the,,923,True,Union,NN,2,0,0,11,un,ion,
He,East,,Germany,924,False,cited,VB,0,0,7,0,,ed,
cited,Germany,He,where,924,True,East,JJ,1,1,0,5,,,
East,where,cited,after,924,True,Germany,NP,0,0,0,1,,,
15,of,after,Soviet,924,False,years,NN,0,0,0,7,,,
of,rule,years,it,924,True,Soviet,NP,1,0,0,1,,,
Soviet,it,of,has,924,False,rule,NN,0,0,7,12,,e,
has,necessary,it,to,924,False,become,VB,0,0,4,0,,e,
become,to,has,build,924,False,necessary,JJ,2,0,0,1,,,
to,a,necessary,wall,924,False,build,VB,0,0,10,2,,,
a,to,build,keep,924,False,wall,NN,0,0,1,8,,,
to,the,wall,people,924,False,keep,VB,0,0,22,3,,,
the,in,keep,",",924,False,people,NN,0,0,2,4,,e,
and,",",",",``,924,False,added,VB,0,0,6,0,,ed,
so,as,``,people,924,False,long,RB,9,2,1,0,,,
as,rebel,long,",",924,False,people,NN,0,0,2,4,,e,
people,",",as,we,924,False,rebel,VB,0,0,2,3,,,
not,up,must,'',924,False,give,VB,0,0,44,1,,e,
,called,,for,925,True,Martin,NP,0,0,0,5,,,
Martin,for,,patience,925,False,called,VB,0,0,28,0,,ed,
for,on,called,the,925,False,patience,NN,0,0,0,2,,e,
the,of,on,Americans,925,False,part,NN,0,1,5,12,,,
of,.,part,,925,True,Americans,NP,0,0,0,3,,,
The,are,``,trying,926,False,countries,NN,0,0,0,5,,,
are,to,countries,build,926,False,trying,VB,2,0,9,0,,ing,
to,in,trying,a,926,False,build,VB,0,0,10,2,,,
a,the,in,kind,926,False,decade,NN,0,0,0,2,,e,
the,of,decade,society,926,False,kind,NN,3,0,0,1,,,
of,we,kind,took,926,False,society,NN,0,0,0,4,,,
we,a,society,century,926,False,took,VB,0,0,42,0,,,
a,to,took,build,926,False,century,NN,0,0,0,2,,,
to,'',century,",",926,False,build,VB,0,0,10,2,,,
he,.,",",,926,False,said,VB,1,0,11,0,,,
By,our,,doors,927,False,leaving,VB,0,0,14,1,,ing,
our,open,leaving,the,927,False,doors,NN,0,0,0,5,,,
doors,the,our,United,927,False,open,RB,21,0,11,4,,,
the,States,open,gives,927,True,United,VB,2,0,6,0,un,ed,
United,gives,the,other,927,True,States,NN,0,0,3,8,,,
States,other,United,peoples,927,False,gives,VB,0,0,44,1,,,
other,the,gives,opportunity,927,False,peoples,NN,0,0,2,5,,,
the,to,peoples,see,927,False,opportunity,NN,0,0,0,1,,,
to,us,opportunity,and,927,False,see,VB,0,0,24,1,,e,
to,",",and,he,927,False,compare,VB,0,0,4,1,,e,
he,.,",",,927,False,said,VB,1,0,11,0,,,
,help,,best,928,True,Individual,JJ,4,0,0,2,in,,
Individual,best,,,928,False,help,NN,0,0,8,4,,,
help,,Individual,,928,False,best,JJ,23,16,1,3,,est,
no,to,have,fear,929,False,reason,NN,0,0,3,6,,,
to,failure,reason,",",929,False,fear,VB,0,0,5,3,,,
fear,",",to,but,929,False,failure,NN,0,0,0,7,,e,
be,patient,must,'',929,False,extraordinarily,RB,0,1,0,0,,ly,
extraordinarily,'',be,",",929,False,patient,JJ,1,0,0,2,,,
the,secretary,",",said,929,False,assistant,NN,1,0,0,1,,ant,
assistant,said,the,.,929,False,secretary,NN,0,0,0,4,,,
secretary,.,assistant,,929,False,said,VB,1,0,11,0,,,
,",",,Martin,930,True,Economically,RB,0,3,0,0,,ly,
",",said,Economically,",",930,True,Martin,NP,0,0,0,5,,,
Martin,",",",",the,930,False,said,VB,1,0,11,0,,,
the,States,",",could,930,True,United,VB,2,0,6,0,un,ed,
United,could,the,best,930,True,States,NN,0,0,3,8,,,
could,help,States,foreign,930,False,best,VB,23,16,1,3,,est,
best,foreign,could,countries,930,False,help,VB,0,0,8,4,,,
help,countries,best,by,930,False,foreign,JJ,4,0,0,0,,,
foreign,by,help,helping,930,False,countries,NN,0,0,0,5,,,
by,them,countries,help,930,False,helping,VB,0,0,8,1,,ing,
them,themselves,helping,.,930,False,help,VB,0,0,8,4,,,
,business,,is,931,True,Private,JJ,4,0,0,1,,e,
Private,is,,more,931,False,business,NN,0,0,0,9,,,
more,than,is,government,931,False,effective,JJ,6,0,0,0,,e,
than,aid,effective,",",931,False,government,NN,0,0,0,4,,,
government,",",than,he,931,False,aid,NN,0,0,2,4,,,
he,",",",",because,931,False,explained,VB,0,0,3,0,,ed,
because,are,",",able,931,False,individuals,NN,0,0,0,2,in,,
are,to,individuals,work,931,False,able,JJ,4,0,0,0,,e,
to,with,able,the,931,False,work,VB,0,0,27,7,,,
the,themselves,with,.,931,False,people,NN,0,0,2,4,,e,
The,States,,must,932,True,United,VB,2,0,6,0,un,ed,
United,must,The,plan,932,True,States,NN,0,0,3,8,,,
must,to,States,absorb,932,False,plan,VB,0,0,4,3,,,
to,the,plan,exported,932,False,absorb,VB,0,0,9,0,,,
the,goods,absorb,of,932,False,exported,VB,0,0,3,0,,ed,
exported,of,the,the,932,False,goods,NN,0,0,0,4,,,
the,",",of,at,932,False,country,NN,0,0,0,5,,,
he,a,what,``,932,False,termed,VB,0,0,1,0,,ed,
``,cost,a,'',932,False,social,JJ,6,0,0,1,,,
social,'',``,.,932,False,cost,NN,0,0,2,3,,,
,said,,the,933,True,Martin,NP,0,0,0,5,,,
Martin,the,,government,933,False,said,VB,1,0,11,0,,,
the,has,said,been,933,False,government,NN,0,0,0,4,,,
been,to,has,establish,933,False,working,VB,5,0,27,1,,ing,
to,firmer,working,prices,933,False,establish,VB,0,0,8,0,,,
establish,prices,to,on,933,False,firmer,JJ,10,0,0,0,,er,
firmer,on,establish,primary,933,False,prices,NN,0,0,2,7,,,
on,products,prices,which,933,False,primary,JJ,5,0,0,4,,,
primary,which,on,may,933,False,products,NN,0,0,0,6,,,
may,the,which,total,933,False,involve,VB,0,0,7,0,in,e,
the,income,involve,of,933,False,total,NN,2,0,3,2,,,
total,of,the,one,933,False,income,NN,0,0,0,1,in,e,
one,.,of,,933,False,country,NN,0,0,0,5,,,
The,school,,board,934,True,Portland,NP,0,0,0,2,,,
Portland,board,The,was,934,False,school,NN,0,0,3,7,,,
school,was,Portland,asked,934,False,board,NN,0,0,4,9,,,
was,Monday,board,to,934,False,asked,VB,0,0,7,0,,ed,
to,a,Monday,positive,934,False,take,VB,0,0,42,2,,e,
a,stand,take,towards,934,False,positive,JJ,11,0,0,2,,e,
positive,towards,a,developing,934,False,stand,VB,0,0,12,12,,,
towards,and,stand,coordinating,934,False,developing,VB,1,0,21,1,,ing,
and,with,developing,Portland's,934,False,coordinating,VB,1,0,4,0,,ing,
with,civil,coordinating,defense,934,True,Portland's,NP,0,0,0,0,,,
Portland's,defense,with,more,934,False,civil,JJ,6,0,0,0,,,
civil,more,Portland's,plans,934,False,defense,NN,0,0,0,12,,e,
more,for,defense,the,934,False,plans,NN,0,0,4,3,,,
the,schools,for,in,934,False,city's,NN,0,0,0,0,,,
city's,in,the,event,934,False,schools,NN,0,0,3,7,,,
in,of,schools,attack,934,False,event,NN,0,0,0,4,,,
of,.,event,,934,False,attack,NN,0,0,6,9,,,
there,to,But,be,935,False,seemed,VB,0,0,4,0,,ed,
some,of,be,opinion,935,False,difference,NN,0,0,0,5,,e,
of,as,difference,to,935,False,opinion,NN,0,0,0,6,,ion,
how,the,to,board,935,False,far,RB,4,5,0,1,,,
the,should,far,go,935,False,board,NN,0,0,4,9,,,
should,",",board,and,935,False,go,VB,1,0,30,4,,,
whose,it,and,should,935,False,advice,NN,0,0,0,1,,e,
should,.,it,,935,False,follow,VB,0,0,24,0,,,
The,members,,",",936,False,board,NN,0,0,4,9,,,
board,",",The,after,936,False,members,NN,0,0,0,5,,,
after,the,",",coordination,936,False,hearing,VB,1,0,5,6,,ing,
the,plea,hearing,from,936,False,coordination,NN,0,0,0,4,,ion,
coordination,from,the,Mrs.,936,False,plea,NN,0,0,0,3,,,
from,Ralph,plea,H.,936,True,Mrs.,NP,0,0,0,1,,,
Mrs.,H.,from,Molvar,936,True,Ralph,NP,0,0,0,0,,,
Ralph,Molvar,Mrs.,",",936,True,H.,NP,0,0,0,0,,,
H.,",",Ralph,1409,936,True,Molvar,NP,0,0,0,0,,,
1409,Maplecrest,",",Dr.,936,True,SW,NN,0,0,0,1,,,
SW,Dr.,1409,",",936,True,Maplecrest,NP,0,0,0,0,,est,
Maplecrest,",",SW,said,936,True,Dr.,NN,0,0,0,2,,,
",",they,Dr.,thought,936,False,said,VB,1,0,11,0,,,
they,they,said,had,936,False,thought,VB,0,0,13,4,,,
had,been,they,cooperating,936,False,already,RB,0,1,0,0,,,
been,.,already,,936,False,cooperating,VB,0,0,1,0,,ing,
,C.,,Richard,937,True,Chairman,NN,0,0,1,1,,,
Chairman,Richard,,Mears,937,True,C.,NP,0,0,0,0,,,
C.,Mears,Chairman,pointed,937,True,Richard,NP,0,0,0,0,,,
Richard,pointed,C.,out,937,True,Mears,NP,0,0,0,0,,,
Mears,out,Richard,that,937,False,pointed,VB,2,0,14,0,,ed,
that,this,out,was,937,False,perhaps,RB,0,1,0,0,,,
not,a,was,school,937,False,strictly,RB,0,3,0,0,,ly,
a,board,strictly,problem,937,False,school,NN,0,0,3,7,,,
school,problem,a,",",937,False,board,NN,0,0,4,9,,,
board,",",school,in,937,False,problem,NN,0,0,0,3,,,
in,of,",",atomic,937,False,case,NN,0,0,2,20,,e,
of,attack,case,",",937,False,atomic,JJ,3,0,0,0,,,
atomic,",",of,but,937,False,attack,NN,0,0,6,9,,,
the,would,that,cooperate,937,False,board,NN,0,0,4,9,,,
would,so,board,far,937,False,cooperate,VB,0,0,1,0,,e,
so,as,cooperate,possible,937,False,far,RB,4,5,0,1,,,
as,to,far,get,937,False,possible,JJ,2,0,0,2,,e,
to,the,possible,children,937,False,get,VB,0,0,36,1,,,
the,to,get,where,937,False,children,NN,0,0,0,4,,,
the,wanted,where,them,937,False,parents,NN,0,0,1,2,,,
parents,them,the,to,937,False,wanted,VB,2,0,5,0,,ed,
to,.,them,,937,False,go,VB,1,0,30,4,,,
,Melvin,,W.,938,True,Dr.,NN,0,0,0,2,,,
Dr.,W.,,Barnes,938,True,Melvin,NP,0,0,0,0,,,
Melvin,Barnes,Dr.,",",938,True,W.,NP,0,0,0,0,,,
W.,",",Melvin,superintendent,938,True,Barnes,NP,0,0,0,0,,,
",",",",Barnes,said,938,False,superintendent,NN,0,0,0,2,,,
",",he,superintendent,thought,938,False,said,VB,1,0,11,0,,,
he,the,said,schools,938,False,thought,VB,0,0,13,4,,,
the,were,thought,waiting,938,False,schools,NN,0,0,3,7,,,
were,for,schools,some,938,False,waiting,VB,1,0,4,1,,ing,
some,",",for,perhaps,938,False,leadership,NN,0,0,0,4,,,
",",on,leadership,the,938,False,perhaps,RB,0,1,0,0,,,
the,level,on,",",938,False,national,JJ,7,0,0,1,,,
national,",",the,to,938,False,level,NN,5,0,6,8,,,
to,sure,",",that,938,False,make,VB,0,0,49,2,,e,
make,that,to,whatever,938,False,sure,JJ,9,1,0,0,,e,
whatever,of,that,planning,938,False,steps,NN,0,0,10,13,,,
of,they,steps,took,938,False,planning,VB,0,0,4,3,,ing,
they,would,planning,``,938,False,took,VB,0,0,42,0,,,
more,'',be,",",938,False,fruitful,JJ,1,0,0,0,,,
had,that,he,other,938,False,found,VB,1,0,19,1,,,
other,districts,that,were,938,False,school,NN,0,0,3,7,,,
school,were,other,not,938,False,districts,NN,0,0,1,1,,,
as,along,not,in,938,False,far,RB,4,5,0,1,,,
far,in,as,their,938,False,along,RB,0,5,0,0,,,
their,as,in,this,938,False,planning,NN,0,0,4,3,,ing,
this,.,as,,938,False,district,NN,0,0,1,1,,,
``,Angeles,,has,939,True,Los,NP,0,0,0,0,,,
Los,has,``,said,939,True,Angeles,NP,0,0,0,0,,,
